,Forma
6885,credito
6886,credito
6887,debito
6888,debito
6889,credito
6890,boleto
6891,dinheiro
6892,credito
6893,boleto
6894,pix
6895,credito
6896,credito
6897,boleto
6898,dinheiro
6899,credito
6900,credito
6901,pix
6902,pix
6903,credito
6904,credito
6905,debito
6906,credito
6907,credito
6908,credito
6909,pix
6910,pix
6911,credito
6912,debito
6913,credito
6914,credito
6915,pix
6916,credito
6917,pix
6918,credito
6919,credito
6920,credito
6921,credito
6922,credito
6923,credito
6924,credito
6925,credito
6926,dinheiro
6927,credito
6928,credito
6929,credito
6930,credito
6931,credito
6932,boleto
6933,pix
6934,credito
6935,boleto
6936,credito
6937,credito
6938,credito
6939,debito
6940,credito
6941,credito
6942,credito
6943,dinheiro
6944,credito
6945,credito
6946,credito
6947,credito
6948,credito
6949,boleto
6950,credito
6951,credito
6952,debito
6953,credito
6954,credito
6955,credito
6956,credito
6957,boleto
6958,credito
6959,credito
6960,credito
6961,credito
6962,pix
6963,credito
6964,credito
6965,debito
6966,credito
6967,credito
6968,boleto
6969,pix
6970,credito
6971,credito
6972,debito
6973,credito
6974,credito
6975,credito
6976,credito
6977,pix
6978,credito
6979,credito
6980,pix
6981,credito
6982,credito
6983,pix
6984,pix
6985,debito
6986,credito
6987,credito
6988,credito
6989,pix
6990,credito
6991,boleto
6992,credito
6993,debito
6994,credito
6995,pix
6996,credito
6997,pix
6998,credito
6999,credito
7000,credito
7001,credito
7002,dinheiro
7003,credito
7004,dinheiro
7005,credito
7006,credito
7007,pix
7008,credito
7009,debito
7010,debito
7011,credito
7012,boleto
7013,credito
7014,credito
7015,pix
7016,dinheiro
7017,boleto
7018,credito
7019,credito
7020,credito
7021,credito
7022,boleto
7023,pix
7024,pix
7025,credito
7026,pix
7027,debito
7028,credito
7029,boleto
7030,dinheiro
7031,debito
7032,credito
7033,debito
7034,debito
7035,credito
7036,credito
7037,boleto
7038,credito
7039,credito
7040,debito
7041,credito
7042,dinheiro
7043,debito
7044,credito
7045,debito
7046,pix
7047,dinheiro
7048,boleto
7049,pix
7050,credito
7051,credito
7052,credito
7053,boleto
7054,credito
7055,pix
7056,credito
7057,pix
7058,credito
7059,pix
7060,dinheiro
7061,dinheiro
7062,credito
7063,dinheiro
7064,debito
7065,credito
7066,credito
7067,debito
7068,pix
7069,boleto
7070,credito
7071,credito
7072,credito
7073,credito
7074,credito
7075,credito
7076,pix
7077,credito
7078,boleto
7079,credito
7080,pix
7081,credito
7082,credito
7083,credito
7084,credito
7085,credito
7086,credito
7087,credito
7088,credito
7089,boleto
7090,debito
7091,pix
7092,pix
7093,pix
7094,credito
7095,pix
7096,pix
7097,credito
7098,credito
7099,credito
7100,credito
7101,pix
7102,credito
7103,boleto
7104,credito
7105,boleto
7106,credito
7107,boleto
7108,pix
7109,credito
7110,debito
7111,credito
7112,debito
7113,credito
7114,credito
7115,pix
7116,credito
7117,pix
7118,credito
7119,credito
7120,debito
7121,credito
7122,credito
7123,credito
7124,debito
7125,boleto
7126,credito
7127,boleto
7128,credito
7129,credito
7130,credito
7131,credito
7132,debito
7133,credito
7134,debito
7135,credito
7136,pix
7137,credito
7138,credito
7139,debito
7140,credito
7141,boleto
7142,debito
7143,debito
7144,credito
7145,pix
7146,credito
7147,pix
7148,credito
7149,boleto
7150,credito
7151,credito
7152,credito
7153,debito
7154,credito
7155,debito
7156,credito
7157,credito
7158,pix
7159,pix
7160,dinheiro
7161,credito
7162,credito
7163,boleto
7164,boleto
7165,debito
7166,credito
7167,credito
7168,credito
7169,credito
7170,credito
7171,pix
7172,credito
7173,credito
7174,dinheiro
7175,pix
7176,pix
7177,dinheiro
7178,credito
7179,boleto
7180,credito
7181,credito
7182,debito
7183,pix
7184,dinheiro
7185,credito
7186,credito
7187,credito
7188,credito
7189,boleto
7190,credito
7191,credito
7192,pix
7193,debito
7194,credito
7195,credito
7196,credito
7197,pix
7198,credito
7199,credito
7200,credito
7201,pix
7202,debito
7203,pix
7204,boleto
7205,credito
7206,debito
7207,credito
7208,credito
7209,credito
7210,credito
7211,boleto
7212,credito
7213,credito
7214,credito
7215,credito
7216,pix
7217,credito
7218,credito
7219,credito
7220,credito
7221,credito
7222,boleto
7223,credito
7224,debito
7225,credito
7226,credito
7227,credito
7228,credito
7229,dinheiro
7230,credito
7231,credito
7232,credito
7233,pix
7234,credito
7235,boleto
7236,pix
7237,pix
7238,credito
7239,credito
7240,credito
7241,credito
7242,credito
7243,credito
7244,credito
7245,credito
7246,credito
7247,pix
7248,credito
7249,pix
7250,boleto
7251,credito
7252,credito
7253,debito
7254,pix
7255,credito
7256,credito
7257,credito
7258,credito
7259,credito
7260,credito
7261,credito
7262,credito
7263,credito
7264,pix
7265,boleto
7266,boleto
7267,credito
7268,credito
7269,credito
7270,credito
7271,dinheiro
7272,credito
7273,credito
7274,credito
7275,pix
7276,credito
7277,pix
7278,credito
7279,credito
7280,credito
7281,credito
7282,pix
7283,debito
7284,pix
7285,debito
7286,boleto
7287,credito
7288,dinheiro
7289,credito
7290,credito
7291,debito
7292,debito
7293,credito
7294,credito
7295,credito
7296,pix
7297,credito
7298,dinheiro
7299,debito
7300,pix
7301,pix
7302,credito
7303,credito
7304,credito
7305,pix
7306,credito
7307,credito
7308,boleto
7309,dinheiro
7310,credito
7311,dinheiro
7312,credito
7313,credito
7314,credito
7315,credito
7316,credito
7317,credito
7318,pix
7319,credito
7320,credito
7321,credito
7322,pix
7323,credito
7324,credito
7325,credito
7326,credito
7327,pix
7328,credito
7329,credito
7330,credito
7331,credito
7332,credito
7333,pix
7334,credito
7335,credito
7336,boleto
7337,boleto
7338,credito
7339,credito
7340,credito
7341,debito
7342,credito
7343,credito
7344,credito
7345,credito
7346,credito
7347,debito
7348,debito
7349,boleto
7350,credito
7351,credito
7352,credito
7353,credito
7354,dinheiro
7355,credito
7356,pix
7357,pix
7358,credito
7359,debito
7360,boleto
7361,credito
7362,credito
7363,credito
7364,boleto
7365,boleto
7366,credito
7367,credito
7368,pix
7369,boleto
7370,boleto
7371,debito
7372,credito
7373,boleto
7374,credito
7375,boleto
7376,credito
7377,debito
7378,credito
7379,credito
7380,pix
7381,debito
7382,credito
7383,credito
7384,debito
7385,pix
7386,credito
7387,debito
7388,credito
7389,credito
7390,pix
7391,dinheiro
7392,debito
7393,credito
7394,credito
7395,credito
7396,pix
7397,pix
7398,pix
7399,credito
7400,debito
7401,pix
7402,credito
7403,credito
7404,credito
7405,credito
7406,pix
7407,credito
7408,debito
7409,debito
7410,pix
7411,credito
7412,credito
7413,boleto
7414,credito
7415,credito
7416,pix
7417,pix
7418,pix
7419,credito
7420,debito
7421,credito
7422,credito
7423,pix
7424,pix
7425,credito
7426,debito
7427,debito
7428,credito
7429,credito
7430,dinheiro
7431,credito
7432,dinheiro
7433,debito
7434,credito
7435,credito
7436,boleto
7437,pix
7438,pix
7439,credito
7440,credito
7441,credito
7442,credito
7443,credito
7444,credito
7445,credito
7446,pix
7447,credito
7448,debito
7449,pix
7450,credito
7451,debito
7452,credito
7453,debito
7454,credito
7455,credito
7456,boleto
7457,credito
7458,debito
7459,pix
7460,credito
7461,credito
7462,pix
7463,pix
7464,debito
7465,credito
7466,credito
7467,pix
7468,credito
7469,debito
7470,credito
7471,credito
7472,credito
7473,boleto
7474,dinheiro
7475,credito
7476,pix
7477,credito
7478,dinheiro
7479,credito
7480,credito
7481,credito
7482,pix
7483,credito
7484,pix
7485,boleto
7486,credito
7487,credito
7488,credito
7489,credito
7490,credito
7491,dinheiro
7492,pix
7493,credito
7494,credito
7495,credito
7496,credito
7497,credito
7498,debito
7499,credito
7500,pix
7501,pix
7502,credito
7503,credito
7504,credito
7505,credito
7506,pix
7507,pix
7508,credito
7509,credito
7510,credito
7511,pix
7512,debito
7513,credito
7514,credito
7515,pix
7516,credito
7517,credito
7518,debito
7519,pix
7520,pix
7521,pix
7522,pix
7523,pix
7524,pix
7525,credito
7526,credito
7527,pix
7528,credito
7529,pix
7530,boleto
7531,credito
7532,credito
7533,credito
7534,boleto
7535,credito
7536,credito
7537,credito
7538,credito
7539,credito
7540,boleto
7541,credito
7542,credito
7543,credito
7544,pix
7545,credito
7546,boleto
7547,credito
7548,pix
7549,debito
7550,credito
7551,boleto
7552,pix
7553,credito
7554,boleto
7555,credito
7556,boleto
7557,credito
7558,credito
7559,credito
7560,credito
7561,credito
7562,credito
7563,credito
7564,credito
7565,pix
7566,pix
7567,credito
7568,credito
7569,dinheiro
7570,pix
7571,pix
7572,credito
7573,dinheiro
7574,pix
7575,credito
7576,credito
7577,debito
7578,credito
7579,pix
7580,credito
7581,credito
7582,credito
7583,credito
7584,pix
7585,credito
7586,credito
7587,credito
7588,credito
7589,credito
7590,credito
7591,credito
7592,credito
7593,credito
7594,credito
7595,boleto
7596,pix
7597,credito
7598,boleto
7599,debito
7600,debito
7601,dinheiro
7602,credito
7603,debito
7604,pix
7605,credito
7606,credito
7607,credito
7608,credito
7609,debito
7610,credito
7611,credito
7612,credito
7613,credito
7614,credito
7615,credito
7616,credito
7617,boleto
7618,debito
7619,credito
7620,pix
7621,credito
7622,credito
7623,credito
7624,credito
7625,credito
7626,debito
7627,credito
7628,credito
7629,dinheiro
7630,credito
7631,credito
7632,credito
7633,boleto
7634,credito
7635,credito
7636,credito
7637,credito
7638,credito
7639,credito
7640,credito
7641,credito
7642,credito
7643,pix
7644,credito
7645,debito
7646,credito
7647,credito
7648,credito
7649,credito
7650,pix
7651,credito
7652,credito
7653,credito
7654,debito
7655,credito
7656,credito
7657,credito
7658,credito
7659,pix
7660,credito
7661,credito
7662,credito
7663,credito
7664,credito
7665,credito
7666,dinheiro
7667,credito
7668,credito
7669,boleto
7670,credito
7671,credito
7672,credito
7673,credito
7674,credito
7675,credito
7676,credito
7677,credito
7678,credito
7679,credito
7680,credito
7681,credito
7682,credito
7683,credito
7684,pix
7685,credito
7686,boleto
7687,pix
7688,credito
7689,debito
7690,boleto
7691,credito
7692,credito
7693,credito
7694,boleto
7695,credito
7696,pix
7697,credito
7698,credito
7699,boleto
7700,credito
7701,credito
7702,credito
7703,boleto
7704,debito
7705,credito
7706,dinheiro
7707,credito
7708,credito
7709,pix
7710,credito
7711,credito
7712,boleto
7713,credito
7714,pix
7715,credito
7716,credito
7717,boleto
7718,credito
7719,credito
7720,credito
7721,credito
7722,dinheiro
7723,credito
7724,credito
7725,credito
7726,credito
7727,credito
7728,credito
7729,debito
7730,credito
7731,credito
7732,credito
7733,dinheiro
7734,credito
7735,pix
7736,credito
7737,credito
7738,pix
7739,debito
7740,boleto
7741,boleto
7742,debito
7743,credito
7744,credito
7745,credito
7746,credito
7747,credito
7748,pix
7749,pix
7750,credito
7751,credito
7752,credito
7753,credito
7754,credito
7755,credito
7756,credito
7757,credito
7758,credito
7759,credito
7760,pix
7761,credito
7762,boleto
7763,boleto
7764,debito
7765,pix
7766,credito
7767,debito
7768,credito
7769,credito
7770,dinheiro
7771,debito
7772,credito
7773,credito
7774,credito
7775,pix
7776,credito
7777,credito
7778,credito
7779,pix
7780,credito
7781,credito
7782,boleto
7783,pix
7784,credito
7785,debito
7786,dinheiro
7787,pix
7788,boleto
7789,credito
7790,credito
7791,pix
7792,credito
7793,boleto
7794,pix
7795,credito
7796,credito
7797,credito
7798,credito
7799,credito
7800,credito
7801,credito
7802,credito
7803,credito
7804,credito
7805,pix
7806,credito
7807,credito
7808,credito
7809,credito
7810,credito
7811,credito
7812,credito
7813,credito
7814,debito
7815,debito
7816,debito
7817,pix
7818,debito
7819,debito
7820,credito
7821,credito
7822,debito
7823,pix
7824,credito
7825,credito
7826,boleto
7827,debito
7828,dinheiro
7829,credito
7830,credito
7831,credito
7832,credito
7833,credito
7834,credito
7835,debito
7836,pix
7837,credito
7838,credito
7839,boleto
7840,debito
7841,credito
7842,pix
7843,credito
7844,credito
7845,pix
7846,credito
7847,credito
7848,pix
7849,credito
7850,debito
7851,debito
7852,pix
7853,boleto
7854,credito
7855,credito
7856,credito
7857,credito
7858,credito
7859,debito
7860,credito
7861,credito
7862,credito
7863,debito
7864,boleto
7865,pix
7866,credito
7867,credito
7868,credito
7869,boleto
7870,credito
7871,credito
7872,credito
7873,credito
7874,credito
7875,boleto
7876,debito
7877,pix
7878,debito
7879,credito
7880,pix
7881,credito
7882,credito
7883,credito
7884,debito
7885,pix
7886,credito
7887,boleto
7888,pix
7889,credito
7890,credito
7891,pix
7892,credito
7893,debito
7894,credito
7895,dinheiro
7896,credito
7897,pix
7898,credito
7899,credito
7900,credito
7901,credito
7902,credito
7903,pix
7904,credito
7905,credito
7906,credito
7907,credito
7908,pix
7909,credito
7910,debito
7911,credito
7912,debito
7913,credito
7914,pix
7915,credito
7916,credito
7917,credito
7918,credito
7919,pix
7920,boleto
7921,credito
7922,credito
7923,debito
7924,credito
7925,credito
7926,credito
7927,pix
7928,boleto
7929,pix
7930,credito
7931,credito
7932,credito
7933,credito
7934,debito
7935,dinheiro
7936,credito
7937,credito
7938,credito
7939,pix
7940,credito
7941,pix
7942,credito
7943,boleto
7944,debito
7945,credito
7946,credito
7947,credito
7948,boleto
7949,credito
7950,pix
7951,pix
7952,debito
7953,debito
7954,boleto
7955,credito
7956,credito
7957,credito
7958,boleto
7959,credito
7960,pix
7961,credito
7962,boleto
7963,pix
7964,credito
7965,dinheiro
7966,credito
7967,credito
7968,credito
7969,credito
7970,credito
7971,pix
7972,credito
7973,pix
7974,credito
7975,dinheiro
7976,credito
7977,credito
7978,credito
7979,credito
7980,debito
7981,credito
7982,credito
7983,pix
7984,credito
7985,credito
7986,credito
7987,pix
7988,dinheiro
7989,pix
7990,credito
7991,debito
7992,credito
7993,pix
7994,credito
7995,credito
7996,credito
7997,credito
7998,boleto
7999,credito
8000,boleto
8001,dinheiro
8002,credito
8003,pix
8004,credito
8005,pix
8006,boleto
8007,credito
8008,pix
8009,credito
8010,credito
8011,boleto
8012,dinheiro
8013,debito
8014,credito
8015,credito
8016,credito
8017,credito
8018,credito
8019,debito
8020,credito
8021,credito
8022,dinheiro
8023,debito
8024,pix
8025,dinheiro
8026,pix
8027,credito
8028,credito
8029,pix
8030,dinheiro
8031,boleto
8032,credito
8033,debito
8034,debito
8035,credito
8036,pix
8037,debito
8038,credito
8039,credito
8040,pix
8041,debito
8042,pix
8043,credito
8044,debito
8045,debito
8046,credito
8047,credito
8048,credito
8049,credito
8050,debito
8051,credito
8052,credito
8053,credito
8054,credito
8055,credito
8056,credito
8057,debito
8058,pix
8059,credito
8060,debito
8061,credito
8062,credito
8063,credito
8064,debito
8065,pix
8066,debito
8067,credito
8068,pix
8069,debito
8070,credito
8071,boleto
8072,credito
8073,credito
8074,debito
8075,credito
8076,debito
8077,credito
8078,credito
8079,boleto
8080,pix
8081,credito
8082,debito
8083,credito
8084,pix
8085,credito
8086,credito
8087,credito
8088,credito
8089,credito
8090,pix
8091,pix
8092,pix
8093,credito
8094,credito
8095,credito
8096,boleto
8097,boleto
8098,credito
8099,credito
8100,boleto
8101,credito
8102,debito
8103,boleto
8104,credito
8105,credito
8106,boleto
8107,debito
8108,credito
8109,credito
8110,credito
8111,debito
8112,credito
8113,boleto
8114,credito
8115,credito
8116,debito
8117,boleto
8118,pix
8119,boleto
8120,debito
8121,pix
8122,credito
8123,debito
8124,pix
8125,credito
8126,boleto
8127,credito
8128,debito
8129,credito
8130,credito
8131,credito
8132,debito
8133,credito
8134,pix
8135,credito
8136,credito
8137,debito
8138,credito
8139,credito
8140,credito
8141,debito
8142,debito
8143,credito
8144,pix
8145,boleto
8146,debito
8147,boleto
8148,credito
8149,debito
8150,boleto
8151,boleto
8152,credito
8153,pix
8154,credito
8155,credito
8156,debito
8157,debito
8158,credito
8159,credito
8160,debito
8161,credito
8162,credito
8163,credito
8164,boleto
8165,credito
8166,credito
8167,credito
8168,credito
8169,debito
8170,credito
8171,credito
8172,credito
8173,debito
8174,debito
8175,credito
8176,credito
8177,boleto
8178,debito
8179,credito
8180,credito
8181,credito
8182,credito
8183,debito
8184,boleto
8185,pix
8186,credito
8187,credito
8188,boleto
8189,credito
8190,credito
8191,credito
8192,credito
8193,boleto
8194,pix
8195,debito
8196,credito
8197,boleto
8198,boleto
8199,dinheiro
8200,pix
8201,credito
8202,debito
8203,credito
8204,pix
8205,dinheiro
8206,debito
8207,credito
8208,credito
8209,credito
8210,pix
8211,credito
8212,debito
8213,pix
8214,credito
8215,credito
8216,credito
8217,debito
8218,credito
8219,pix
8220,credito
8221,dinheiro
8222,credito
8223,pix
8224,boleto
8225,credito
8226,credito
8227,boleto
8228,credito
8229,pix
8230,credito
8231,credito
8232,credito
8233,credito
8234,credito
8235,credito
8236,pix
8237,boleto
8238,credito
8239,credito
8240,debito
8241,debito
8242,dinheiro
8243,credito
8244,pix
8245,credito
8246,pix
8247,credito
8248,credito
8249,dinheiro
8250,credito
8251,debito
8252,credito
8253,credito
8254,credito
8255,debito
8256,credito
8257,pix
8258,dinheiro
8259,credito
8260,credito
8261,credito
8262,credito
8263,dinheiro
8264,credito
8265,debito
8266,debito
8267,dinheiro
8268,credito
8269,credito
8270,credito
8271,pix
8272,boleto
8273,credito
8274,boleto
8275,credito
8276,pix
8277,credito
8278,credito
8279,boleto
8280,debito
8281,boleto
8282,debito
8283,credito
8284,pix
8285,boleto
8286,dinheiro
8287,debito
8288,credito
8289,credito
8290,credito
8291,debito
8292,credito
8293,credito
8294,credito
8295,pix
8296,debito
8297,boleto
8298,credito
8299,debito
8300,pix
8301,credito
8302,credito
8303,credito
8304,credito
8305,credito
8306,credito
8307,credito
8308,credito
8309,credito
8310,credito
8311,credito
8312,pix
8313,credito
8314,credito
8315,credito
8316,pix
8317,credito
8318,credito
8319,credito
8320,credito
8321,credito
8322,debito
8323,pix
8324,boleto
8325,boleto
8326,credito
8327,credito
8328,credito
8329,credito
8330,pix
8331,credito
8332,dinheiro
8333,debito
8334,debito
8335,credito
8336,credito
8337,credito
8338,credito
8339,boleto
8340,boleto
8341,credito
8342,pix
8343,boleto
8344,credito
8345,credito
8346,pix
8347,debito
8348,credito
8349,credito
8350,pix
8351,credito
8352,pix
8353,boleto
8354,credito
8355,credito
8356,credito
8357,pix
8358,credito
8359,boleto
8360,credito
8361,pix
8362,credito
8363,credito
8364,credito
8365,credito
8366,debito
8367,credito
8368,debito
8369,credito
8370,credito
8371,boleto
8372,credito
8373,dinheiro
8374,credito
8375,pix
8376,credito
8377,credito
8378,credito
8379,credito
8380,credito
8381,credito
8382,credito
8383,credito
8384,pix
8385,boleto
8386,debito
8387,pix
8388,credito
8389,credito
8390,credito
8391,boleto
8392,credito
8393,credito
8394,boleto
8395,credito
8396,debito
8397,credito
8398,credito
8399,boleto
8400,credito
8401,boleto
8402,credito
8403,credito
8404,credito
8405,pix
8406,credito
8407,credito
8408,pix
8409,credito
8410,credito
8411,credito
8412,credito
8413,credito
8414,dinheiro
8415,credito
8416,credito
8417,credito
8418,credito
8419,debito
8420,credito
8421,pix
8422,boleto
8423,credito
8424,credito
8425,credito
8426,boleto
8427,credito
8428,credito
8429,credito
8430,credito
8431,credito
8432,credito
8433,pix
8434,boleto
8435,credito
8436,credito
8437,credito
8438,credito
8439,credito
8440,dinheiro
8441,credito
8442,credito
8443,credito
8444,credito
8445,pix
8446,credito
8447,credito
8448,credito
8449,pix
8450,dinheiro
8451,credito
8452,credito
8453,credito
8454,credito
8455,credito
8456,pix
8457,credito
8458,credito
8459,debito
8460,credito
8461,credito
8462,credito
8463,credito
8464,credito
8465,pix
8466,debito
8467,boleto
8468,credito
8469,credito
8470,debito
8471,boleto
8472,boleto
8473,credito
8474,credito
8475,pix
8476,dinheiro
8477,debito
8478,credito
8479,credito
8480,dinheiro
8481,debito
8482,debito
8483,credito
8484,debito
8485,pix
8486,credito
8487,credito
8488,credito
8489,credito
8490,pix
8491,credito
8492,pix
8493,pix
8494,credito
8495,credito
8496,credito
8497,credito
8498,credito
8499,credito
8500,credito
8501,credito
8502,dinheiro
8503,boleto
8504,boleto
8505,debito
8506,pix
8507,credito
8508,credito
8509,pix
8510,pix
8511,credito
8512,credito
8513,credito
8514,credito
8515,pix
8516,debito
8517,credito
8518,pix
8519,debito
8520,dinheiro
8521,pix
8522,credito
8523,credito
8524,credito
8525,pix
8526,credito
8527,boleto
8528,credito
8529,credito
8530,credito
8531,credito
8532,credito
8533,pix
8534,credito
8535,credito
8536,credito
8537,credito
8538,debito
8539,credito
8540,credito
8541,credito
8542,boleto
8543,credito
8544,credito
8545,credito
8546,credito
8547,debito
8548,boleto
8549,credito
8550,credito
8551,credito
8552,boleto
8553,credito
8554,pix
8555,credito
8556,credito
8557,credito
8558,debito
8559,debito
8560,credito
8561,credito
8562,credito
8563,credito
8564,credito
8565,boleto
8566,credito
8567,boleto
8568,debito
8569,credito
8570,pix
8571,credito
8572,credito
8573,credito
8574,boleto
8575,credito
8576,credito
8577,debito
8578,pix
8579,pix
8580,boleto
8581,credito
8582,credito
8583,credito
8584,credito
8585,dinheiro
8586,pix
8587,credito
8588,pix
8589,pix
8590,credito
8591,credito
8592,credito
8593,dinheiro
8594,credito
8595,pix
8596,credito
8597,credito
8598,pix
8599,credito
8600,credito
8601,credito
8602,credito
8603,credito
8604,credito
8605,credito
8606,credito
8607,credito
8608,credito
8609,credito
8610,debito
8611,pix
8612,credito
8613,credito
8614,credito
8615,credito
8616,credito
8617,debito
8618,credito
8619,dinheiro
8620,boleto
8621,pix
8622,debito
8623,credito
8624,boleto
8625,credito
8626,pix
8627,debito
8628,credito
8629,credito
8630,credito
8631,credito
8632,debito
8633,debito
8634,credito
8635,credito
8636,credito
8637,pix
8638,credito
8639,debito
8640,boleto
8641,credito
8642,debito
8643,credito
8644,credito
8645,credito
8646,credito
8647,pix
8648,credito
8649,pix
8650,credito
8651,credito
8652,credito
8653,credito
8654,credito
8655,pix
8656,credito
8657,dinheiro
8658,boleto
8659,credito
8660,credito
8661,pix
8662,pix
8663,credito
8664,boleto
8665,credito
8666,credito
8667,credito
8668,boleto
8669,credito
8670,credito
8671,credito
8672,debito
8673,pix
8674,credito
8675,pix
8676,credito
8677,pix
8678,debito
8679,dinheiro
8680,credito
8681,pix
8682,credito
8683,credito
8684,credito
8685,credito
8686,debito
8687,credito
8688,dinheiro
8689,credito
8690,credito
8691,dinheiro
8692,dinheiro
8693,credito
8694,credito
8695,credito
8696,boleto
8697,credito
8698,credito
8699,pix
8700,pix
8701,credito
8702,credito
8703,credito
8704,credito
8705,pix
8706,boleto
8707,boleto
8708,credito
8709,pix
8710,credito
8711,credito
8712,credito
8713,credito
8714,dinheiro
8715,credito
8716,pix
8717,credito
8718,credito
8719,credito
8720,credito
8721,boleto
8722,pix
8723,credito
8724,dinheiro
8725,credito
8726,pix
8727,debito
8728,credito
8729,debito
8730,credito
8731,dinheiro
8732,boleto
8733,credito
8734,credito
8735,debito
8736,dinheiro
8737,credito
8738,credito
8739,pix
8740,pix
8741,credito
8742,debito
8743,credito
8744,boleto
8745,boleto
8746,pix
8747,credito
8748,credito
8749,pix
8750,credito
8751,credito
8752,pix
8753,credito
8754,credito
8755,credito
8756,debito
8757,pix
8758,credito
8759,credito
8760,credito
8761,credito
8762,credito
8763,credito
8764,pix
8765,credito
8766,credito
8767,boleto
8768,credito
8769,credito
8770,credito
8771,debito
8772,dinheiro
8773,dinheiro
8774,boleto
8775,dinheiro
8776,boleto
8777,pix
8778,credito
8779,credito
8780,credito
8781,boleto
8782,credito
8783,credito
8784,credito
8785,credito
8786,credito
8787,debito
8788,credito
8789,credito
8790,credito
8791,credito
8792,credito
8793,pix
8794,credito
8795,debito
8796,pix
8797,pix
8798,dinheiro
8799,debito
8800,debito
8801,boleto
8802,credito
8803,credito
8804,credito
8805,credito
8806,credito
8807,credito
8808,credito
8809,pix
8810,boleto
8811,boleto
8812,boleto
8813,boleto
8814,credito
8815,boleto
8816,credito
8817,credito
8818,credito
8819,credito
8820,pix
8821,debito
8822,credito
8823,credito
8824,credito
8825,dinheiro
8826,credito
8827,credito
8828,pix
8829,boleto
8830,credito
8831,credito
8832,credito
8833,pix
8834,credito
8835,pix
8836,credito
8837,debito
8838,debito
8839,credito
8840,boleto
8841,boleto
8842,debito
8843,dinheiro
8844,credito
8845,credito
8846,dinheiro
8847,credito
8848,boleto
8849,debito
8850,pix
8851,credito
8852,pix
8853,credito
8854,credito
8855,credito
8856,credito
8857,pix
8858,credito
8859,debito
8860,credito
8861,credito
8862,credito
8863,credito
8864,pix
8865,credito
8866,pix
8867,credito
8868,pix
8869,credito
8870,credito
8871,credito
8872,boleto
8873,credito
8874,credito
8875,credito
8876,debito
8877,debito
8878,boleto
8879,debito
8880,boleto
8881,credito
8882,debito
8883,debito
8884,pix
8885,credito
8886,credito
8887,credito
8888,credito
8889,credito
8890,credito
8891,pix
8892,credito
8893,debito
8894,dinheiro
8895,pix
8896,dinheiro
8897,credito
8898,credito
8899,credito
8900,credito
8901,debito
8902,pix
8903,credito
8904,credito
8905,credito
8906,pix
8907,credito
8908,debito
8909,pix
8910,pix
8911,credito
8912,boleto
8913,pix
8914,credito
8915,credito
8916,credito
8917,credito
8918,credito
8919,credito
8920,credito
8921,debito
8922,boleto
8923,credito
8924,credito
8925,credito
8926,credito
8927,pix
8928,credito
8929,pix
8930,credito
8931,credito
8932,credito
8933,credito
8934,pix
8935,credito
8936,dinheiro
8937,pix
8938,credito
8939,pix
8940,credito
8941,credito
8942,credito
8943,credito
8944,credito
8945,credito
8946,credito
8947,debito
8948,credito
8949,credito
8950,credito
8951,credito
8952,credito
8953,credito
8954,pix
8955,dinheiro
8956,pix
8957,pix
8958,pix
8959,credito
8960,debito
8961,credito
8962,credito
8963,credito
8964,pix
8965,pix
8966,pix
8967,credito
8968,credito
8969,boleto
8970,credito
8971,credito
8972,credito
8973,debito
8974,credito
8975,debito
8976,credito
8977,credito
8978,boleto
8979,credito
8980,debito
8981,pix
8982,boleto
8983,credito
8984,boleto
8985,credito
8986,credito
8987,pix
8988,pix
8989,pix
8990,pix
8991,credito
8992,pix
8993,credito
8994,boleto
8995,credito
8996,credito
8997,pix
8998,pix
8999,debito
9000,credito
9001,credito
9002,credito
9003,credito
9004,credito
9005,credito
9006,credito
9007,debito
9008,dinheiro
9009,debito
9010,credito
9011,credito
9012,credito
9013,debito
9014,pix
9015,pix
9016,credito
9017,debito
9018,credito
9019,boleto
9020,credito
9021,dinheiro
9022,pix
9023,credito
9024,credito
9025,pix
9026,debito
9027,credito
9028,credito
9029,credito
9030,pix
9031,pix
9032,debito
9033,credito
9034,credito
9035,credito
9036,credito
9037,boleto
9038,credito
9039,boleto
9040,boleto
9041,debito
9042,credito
9043,pix
9044,credito
9045,debito
9046,pix
9047,credito
9048,credito
9049,pix
9050,pix
9051,credito
9052,credito
9053,credito
9054,dinheiro
9055,credito
9056,credito
9057,debito
9058,dinheiro
9059,credito
9060,pix
9061,credito
9062,credito
9063,pix
9064,pix
9065,debito
9066,boleto
9067,credito
9068,credito
9069,credito
9070,credito
9071,dinheiro
9072,credito
9073,credito
9074,credito
9075,dinheiro
9076,boleto
9077,boleto
9078,pix
9079,pix
9080,credito
9081,credito
9082,credito
9083,credito
9084,credito
9085,credito
9086,credito
9087,credito
9088,credito
9089,debito
9090,credito
9091,credito
9092,credito
9093,credito
9094,credito
9095,pix
9096,dinheiro
9097,credito
9098,debito
9099,boleto
9100,boleto
9101,dinheiro
9102,dinheiro
9103,credito
9104,dinheiro
9105,debito
9106,pix
9107,pix
9108,debito
9109,credito
9110,credito
9111,pix
9112,credito
9113,credito
9114,credito
9115,credito
9116,credito
9117,credito
9118,credito
9119,credito
9120,credito
9121,debito
9122,credito
9123,credito
9124,credito
9125,credito
9126,credito
9127,credito
9128,credito
9129,credito
9130,boleto
9131,credito
